x       y_noise
3.8634197020514347 14.536516584234338
3.4838605162592042 17.328790780806003
4.097499751887025 18.808965094531814
3.8624569535238322 12.393513431422871
4.099130197119771 16.468394376789323
4.466439720585148 17.517382901289146
4.437229425642609 19.33176356800144
4.100442048616396 21.29120503075583
4.110434127401755 17.477288393185162
3.416082741414308 15.248194713722588
3.5246568855997222 16.69211959771488
4.512260693299185 22.042606096934826
3.7335653985902875 16.701439019009243
4.088113514484667 16.434017618273092
3.9156034278139096 17.34199119639569
4.410070335865411 18.875857773794092
3.414820100177888 14.398310347285832
4.257340106051791 19.114922014378966
3.982937192237771 18.152653144194367
3.8010245464453694 18.260429040448088
3.7994823802671807 18.076320962889053
4.410135667946522 17.101389002709233
3.998821246497354 17.808237127509628
4.035921797316078 17.505053095089846
3.7014893252639274 15.506572638339982
3.6938267107210154 13.984706010854097
4.258976409937759 21.619008439086205
3.2644567153949122 14.86538296702404
4.0644254352157185 14.954731540966607
4.1448195100558465 19.74605704581971
4.315620911987736 20.697624691987084
3.991495947731448 15.593893624768565
4.147612581518978 15.990023137142334
4.0782133472183455 17.860466369966336
3.6653654563732294 16.26237184999752
3.8234329906940894 14.738708497550771
3.6162761084205703 15.441381214583746
3.78174581207844 16.508244528980686
3.9168112978240157 16.78404492223384
4.287970535886131 21.031957750572897
4.265070580301964 17.289614720734065
3.6038711246940225 14.828373836799107
4.4652899113875355 17.145206847181854
3.6596828778778647 15.324255610776294
3.5983661542903067 16.9539638019318
3.6385166701978644 17.670494710179582
3.8631764679905922 18.45393761724706
3.8445535200173104 18.530760979074095
3.8334019776400377 19.579847303993443
3.9425287930248802 18.900860967889876
4.1559797341196445 16.544281314821546
4.210414526032672 14.709201581336048
4.348757037932441 18.397954310590237
4.40096328057615 18.136407554912406
4.154506024089414 17.73314569900935
4.094974957819904 19.581345628814216
4.201589872396159 18.89192843435597
4.094726557955809 17.653368613866085
3.84246785576067 18.348009813664074
4.022343885255576 16.31512329084914
4.124906907519034 17.398784826112323
3.7134102779259006 16.28214486634619
3.875440575264559 13.627295574255402
4.034619943223652 18.811142365451907
3.978361800834664 19.285850166868897
4.291968538036524 17.69355798604988
3.6483423650228897 15.788018037646992
4.184421659094376 21.529610641407615
4.0898840957262115 23.508689062489104
4.170072816981898 15.297849755211095
4.153419716063158 17.212309593870103
3.7726768859887025 17.460085746570766
4.4886121726618065 23.436496209877305
4.064367355354809 17.254403859392355
4.013029388401664 18.670040495601658
4.119861315980856 17.00308324941646
4.219552340896919 18.999579348128798
3.740330969618965 13.159778753962202
3.8447746712115167 16.282413510274786
3.5926618012591502 19.632137474938453
4.237153222748966 19.124511813824085
3.550041960004834 16.85540410814254
3.9397323006961344 19.11397983148957
4.427979358209859 21.724450080768108
3.9423536350186654 16.978923537300314
3.9391315316234334 15.399523829385057
3.1948321619392344 20.760502406628916
4.448578354216342 14.447820533460096
3.839991577780109 17.127465707209065
4.240656030440078 15.40240887143573
3.5205005278094275 14.546261415880075
4.301351612950803 16.52756054430205
4.16940639273189 21.24669580589792
4.045266314694317 16.764799983267704
4.053695161978194 18.3024145991099
4.18984759025362 19.28102871575942
4.148073408098836 19.26945536014475
3.6542695302622277 14.712927682710568
4.134781936188795 18.55046355773436
